,Year,Displacement (ccm),Power (hp),Torque (Nm),Bore (mm),Stroke (mm),Fuel capacity (lts),Dry weight (kg),Wheelbase (mm),Seat height (mm)
15237,-0.3366531608002335,-1.4846998230199164,-1.4365848654391766,-1.479937668716467,-2.4302448922774462,-1.4118271946409173,-2.0101610552554963,-1.6666591966461601,-1.7401560747978693,-0.2785679196728687
15238,-0.1851885920387254,-1.4865832158551184,-1.4365848654391766,-1.479937668716467,-2.4302448922774462,-1.4118271946409173,-2.0101610552554963,-1.6666591966461601,-1.7401560747978693,-0.2785679196728687
15239,0.11774054548429082,-1.4865832158551184,-1.4365848654391766,-1.479937668716467,-2.4302448922774462,-1.4118271946409173,-2.0101610552554963,-1.6666591966461601,-1.7401560747978693,-0.2785679196728687
15241,0.11774054548429082,-1.375463038578207,-1.3569592991335073,-1.3982326067317041,-1.7647934017269475,-0.7847205403528674,-2.1227326147243586,-1.395393859967826,-1.8042059497608567,-0.13796432648086485
15513,0.8750633892918314,-0.27424324783566295,-0.11328378731162572,-0.23443367504629997,1.285192596629506,0.6405218557563371,-0.5092069290039957,-0.7957546946788768,0.17333393972137887,0.6183860368968109
15640,-0.3366531608002335,0.11241730123128459,0.4403034831944559,0.4231924336115482,0.12065248816613282,0.8685606391338099,-0.5092069290039957,-0.3817181281698405,0.10127783038801806,0.40020804746094296
16008,-0.1851885920387254,-1.343445360379775,-1.2432084901254086,-1.376311736443109,-2.0975191470021968,-1.582856282174022,0.24127013412175452,-0.48165798905133206,-0.2990338881306531,0.012336066241622012
16009,0.2692051142457989,-1.343445360379775,-1.2432084901254086,-1.376311736443109,-2.0975191470021968,-1.582856282174022,0.24127013412175452,-0.7243690797635257,-0.2990338881306531,0.012336066241622012
16016,-0.1851885920387254,-1.343445360379775,-1.2432084901254086,-1.3663477044937478,-2.0975191470021968,-1.582856282174022,0.24127013412175452,-0.49593511203440227,-0.2990338881306531,-0.060389930237000664
16021,-0.4881177295617416,-1.1099046488147408,-1.0005400975747973,-1.1172469057597143,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.7286522166584469,-0.37909623183438734,-0.14766112601134787
16022,-0.3366531608002335,-1.1099046488147408,-1.0005400975747973,-1.1172469057597143,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.7286522166584469,-0.37909623183438734,-0.14766112601134787
16024,-0.03372402327721729,-1.1099046488147408,-1.0005400975747973,-1.1172469057597143,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.7286522166584469,-0.37909623183438734,-0.14766112601134787
16025,0.420669683007307,-1.1099046488147408,-1.0005400975747973,-1.1172469057597143,-1.3766133655724897,-1.1381806545879503,0.24127013412175452,-0.43882662010212137,-0.37909623183438734,0.1820300580250749
16032,-0.3366531608002335,-1.1099046488147408,-1.0005400975747973,-1.1172469057597143,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.3531638822037001,-0.37909623183438734,-0.6664399008921896
16036,0.420669683007307,-1.1099046488147408,-1.0005400975747973,-1.1172469057597143,-1.3766133655724897,-1.1381806545879503,0.31819403309214395,-0.1718444203187085,-0.37909623183438734,0.1820300580250749
16070,-0.4881177295617416,-1.1099046488147408,-1.0384570339108303,-1.1311965504888202,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.48308570134963896,-0.37909623183438734,-0.40462631356914797
16081,-0.4881177295617416,-0.36031430040438933,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.38565266944229015,0.034888941762173296,0.4035236358990214,1.7345496419441964,-0.41917151286487253
16084,-0.4881177295617416,-0.36031430040438933,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.38565266944229015,0.034888941762173296,0.4035236358990214,1.7345496419441964,-0.41917151286487253
16085,-0.1851885920387254,-0.36031430040438933,0.004258715330076581,-0.23443367504629997,-0.017983239031887796,-0.38565266944229015,0.05365086834031698,0.24647528308524902,1.7345496419441964,-0.41917151286487253
16095,-0.3366531608002335,-1.1099046488147408,-1.0384570339108303,-1.1311965504888202,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.3531638822037001,-0.37909623183438734,-0.40462631356914797
16096,-0.03372402327721729,-1.1099046488147408,-1.0384570339108303,-1.1311965504888202,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.3531638822037001,-0.37909623183438734,-0.40462631356914797
16097,0.2692051142457989,-1.1099046488147408,-1.0384570339108303,-1.1311965504888202,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.3531638822037001,0.2614025177954865,-0.3997779138039065
16098,0.420669683007307,-1.1099046488147408,-1.0384570339108303,-1.1311965504888202,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.3531638822037001,0.2614025177954865,-0.3997779138039065
16099,-0.1851885920387254,-1.1099046488147408,-1.0384570339108303,-1.1311965504888202,-1.3766133655724897,-1.1381806545879503,-0.3215876632225581,-0.3531638822037001,-0.37909623183438734,-0.40462631356914797
16102,-0.3366531608002335,-0.36031430040438933,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.38565266944229015,0.034888941762173296,0.4035236358990214,1.7345496419441964,-0.41917151286487253
16103,-0.03372402327721729,-0.36031430040438933,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.38565266944229015,0.034888941762173296,0.4035236358990214,1.7345496419441964,-0.41917151286487253
16105,-0.1851885920387254,-0.36031430040438933,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.38565266944229015,0.034888941762173296,0.4035236358990214,1.7345496419441964,-0.41917151286487253
16108,0.2692051142457989,-0.36031430040438933,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.38565266944229015,0.05365086834031698,0.44635500484823204,1.7425558763145699,-0.4967459091087367
16129,-0.4881177295617416,-1.1099046488147408,-1.0384570339108303,-1.1272109377090755,-0.48934471150515785,-0.5224759394687737,-1.4716937624627702,-0.6572666017430959,0.14931523661025858,-0.21069032295948753
16130,-0.1851885920387254,-1.1099046488147408,-1.0384570339108303,-1.1272109377090755,-0.48934471150515785,-0.5224759394687737,-1.4716937624627702,-0.6572666017430959,0.14931523661025858,-0.21069032295948753
16131,-0.03372402327721729,-1.1099046488147408,-1.0384570339108303,-1.1272109377090755,-0.48934471150515785,-0.5224759394687737,-1.4716937624627702,-0.6572666017430959,0.14931523661025858,-0.21069032295948753
16187,-0.3366531608002335,-0.3015524439460903,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.2146235819091856,0.24689871209519787,0.6176804806450746,1.6624935326108357,-0.5694719055873594
16188,-0.1851885920387254,-0.3015524439460903,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.2146235819091856,0.24689871209519787,0.6176804806450746,1.6624935326108357,-0.5694719055873594
16189,-0.03372402327721729,-0.3015524439460903,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.2146235819091856,0.24689871209519787,0.6176804806450746,1.6624935326108357,-0.5694719055873594
16191,0.420669683007307,-0.3015524439460903,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.2146235819091856,0.24689871209519787,0.6176804806450746,1.6624935326108357,-0.5694719055873594
16192,0.2692051142457989,-0.3015524439460903,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.2146235819091856,0.24689871209519787,0.6176804806450746,1.6624935326108357,-0.5694719055873594
16193,-0.1851885920387254,-0.3015524439460903,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.2146235819091856,0.24689871209519787,0.6176804806450746,1.6624935326108357,-0.5694719055873594
16194,-0.03372402327721729,-0.3015524439460903,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.2146235819091856,0.24689871209519787,0.6176804806450746,1.6624935326108357,-0.5694719055873594
16195,0.420669683007307,-0.3015524439460903,-0.01469975283793991,-0.23443367504629997,-0.017983239031887796,-0.2146235819091856,0.24689871209519787,0.6176804806450746,1.6624935326108357,-0.5694719055873594
16331,-1.6998342796538064,1.5061279992806818,-0.2801183071901708,0.5228327531051615,0.9191942768267318,2.236793339398646,0.957975729406846,1.8812058646467889,2.0387865480183867,-0.3319003170905253
16372,1.1779925268148475,0.6868521159678604,0.8194728465547857,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.24647528308524902,0.33345862712884733,0.23051405567749003
16373,0.7235988205303232,0.6868521159678604,0.8194728465547857,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.4178007588820916,0.33345862712884733,0.23051405567749003
16374,0.8750633892918314,0.6868521159678604,0.8194728465547857,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.28930665203445965,0.33345862712884733,0.23051405567749003
16375,1.0265279580533395,0.6868521159678604,0.8194728465547857,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.28930665203445965,0.33345862712884733,0.23051405567749003
16376,1.0265279580533395,0.6868521159678604,0.8194728465547857,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.23648129699710002,0.33345862712884733,-0.060389930237000664
16377,1.1779925268148475,0.6868521159678604,0.7625974420507362,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.23648129699710002,0.33345862712884733,-0.060389930237000664
16378,0.7235988205303232,0.6868521159678604,0.8194728465547857,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.36069226694981077,0.33345862712884733,0.23051405567749003
16379,0.8750633892918314,0.6868521159678604,0.8194728465547857,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.36069226694981077,0.33345862712884733,0.23051405567749003
16380,1.0265279580533395,0.6868521159678604,0.8194728465547857,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.35212599315996873,0.33345862712884733,0.23051405567749003
16381,0.8750633892918314,0.6868521159678604,0.8194728465547857,0.8217537115860016,1.1188297239918812,0.2756598023523804,-0.5092069290039957,0.44635500484823204,0.33345862712884733,0.23051405567749003
16382,1.0265279580533395,0.6868521159678604,0.8194728465547857,0.8217537115860016,1.1188297239918812,0.2756598023523804,-0.5092069290039957,0.44635500484823204,0.33345862712884733,0.23051405567749003
16383,1.1779925268148475,0.6868521159678604,0.7625974420507362,0.7619695198898336,1.1188297239918812,0.2756598023523804,-0.5279688555821394,0.34641514396674056,0.33345862712884733,0.10930406154645224
16389,-6.092306773737541,-1.3961803597654276,-1.3607509927671109,-1.4699736367671057,-1.5984305290893228,-1.4118271946409173,-1.8131608261849868,-1.732333962368283,-1.7001249029460022,-0.14766112601134787
16846,-0.7910468670847578,-1.3453287532149767,-1.273542039194235,-1.3862757683924702,-1.404340511012094,-1.0982738674968924,-1.7287321565833398,-1.395393859967826,-1.0596261533161282,0.1820300580250749
16899,-0.03372402327721729,-1.4856415194375174,-1.4555433336071932,-1.5058441517848065,-2.3747906013982383,-1.5600524038362746,-1.7287321565833398,-1.6238278276969493,-2.2605613088721417,-0.30280991849907624
16907,-0.7910468670847578,-0.3510856755119001,-0.6118915001304593,-0.43371431403352667,1.0079211422334646,0.8115509432894417,0.24127013412175452,-0.08189854552536598,0.28542122090660677,0.32748205098232025
16912,-0.1851885920387254,-0.3510856755119001,-0.6118915001304593,-0.43371431403352667,1.0079211422334646,0.8115509432894417,0.24127013412175452,-0.08189854552536598,0.28542122090660677,0.32748205098232025
16913,-0.03372402327721729,-0.3510856755119001,-0.6118915001304593,-0.43371431403352667,1.0079211422334646,0.8115509432894417,0.24127013412175452,-0.08189854552536598,0.28542122090660677,0.32748205098232025
16914,0.420669683007307,-0.3358301935467648,-0.5967247255960463,-0.4237502820841654,1.0079211422334646,0.8685606391338099,0.24127013412175452,-0.08189854552536598,0.28542122090660677,0.32748205098232025
16915,0.7235988205303232,-0.3358301935467648,-0.5967247255960463,-0.4237502820841654,1.0079211422334646,0.8685606391338099,-0.13396839744112057,-0.03906717657615532,0.14130900223988516,0.15778805919886735
16916,0.8750633892918314,-0.3358301935467648,-0.5967247255960463,-0.4237502820841654,1.0079211422334646,0.8685606391338099,-0.13396839744112057,-0.03906717657615532,0.14130900223988516,0.15778805919886735
16917,0.420669683007307,-0.3358301935467648,-0.5967247255960463,-0.4237502820841654,1.0079211422334646,0.8685606391338099,-0.13396839744112057,-0.06762142254229575,0.28542122090660677,0.15778805919886735
16918,0.7235988205303232,-0.3358301935467648,-0.5967247255960463,-0.4237502820841654,1.0079211422334646,0.8685606391338099,-0.13396839744112057,-0.03906717657615532,0.14130900223988516,0.15778805919886735
17010,-0.6395822983232496,-1.0138516142194445,-1.0612071957124503,-1.2009447741343495,-1.3766133655724897,-0.8987399320416037,-0.4641783052164506,-0.5344833440886917,1.350250392166272,-1.379154666382692
17019,-1.093976004607774,-1.0138516142194445,-1.0612071957124503,-1.2009447741343495,-1.3766133655724897,-3.9202538117931174,-0.4641783052164506,-0.5344833440886917,2.975515969352077,-1.379154666382692
17131,-6.243771342499049,-1.1099046488147408,-0.981581629406781,-1.0753979715723967,-2.042064856122989,-0.9386467191326616,-0.3215876632225581,-0.7315076412550608,0.8218389237216261,0.03657806506782957
17136,-0.03372402327721729,-1.1099046488147408,-1.0289777998268221,-1.1909807421849883,-0.8775247476596155,0.24145398484575986,-1.709970230005196,-0.7814775716958066,1.3422441577958986,-0.08463192906320822
17251,0.2692051142457989,-1.307660896510939,-1.2849171200950449,-1.3444268342051529,-1.3211590746932815,-0.8189263578594884,-1.6536844502707646,-1.1526827692556323,-1.8202184185016035,0.23051405567749003
17252,0.420669683007307,-1.307660896510939,-1.2849171200950449,-1.3444268342051529,-1.3211590746932815,-0.8189263578594884,-1.6536844502707646,-1.1526827692556323,-1.8202184185016035,0.23051405567749003
17255,-0.3366531608002335,-1.343445360379775,-1.3190423627974743,-1.3703333172734922,-1.5429762382101144,-0.8189263578594884,-1.634922523692621,-1.2383455071540534,-1.8202184185016035,0.06082006389403713
17256,-0.1851885920387254,-1.343445360379775,-1.3209382096142763,-1.3743189300532368,-1.5429762382101144,-0.8189263578594884,-1.634922523692621,-1.2526226301371237,-1.8202184185016035,0.06082006389403713
17257,0.11774054548429082,-1.343445360379775,-1.3171465159806728,-1.3703333172734922,-1.5429762382101144,-0.8189263578594884,-1.634922523692621,-1.2526226301371237,-1.8202184185016035,0.06082006389403713
17258,-0.03372402327721729,-1.307660896510939,-1.2906046605454498,-1.330477189476047,-1.5429762382101144,-0.8189263578594884,-1.634922523692621,-1.2526226301371237,-1.8202184185016035,0.06082006389403713
17264,0.420669683007307,-1.1099046488147408,-1.0555196552620452,-1.1511246143875429,-0.5447990023843661,-0.43126042611778453,-1.5035890376456145,-0.8956945555603684,-0.49918974738998867,0.32748205098232025
17265,0.5721342517688152,-1.1099046488147408,-1.0555196552620452,-1.1511246143875429,-0.5447990023843661,-0.43126042611778453,-1.5035890376456145,-0.8956945555603684,-0.49918974738998867,0.32748205098232025
17347,0.11774054548429082,-0.35654751473398555,-0.14740903001405534,-0.29421786674246797,0.06519819728692457,-0.4996720611310265,0.05365086834031698,0.04659556132226598,-0.5792520910937229,0.06082006389403713
17700,-0.9425114358462658,-0.35278072906358177,-0.8280180372458473,-0.6868007255473046,1.0079211422334646,0.8115509432894417,1.3819952700728946,-0.3603024436952352,-0.01080945079720987,0.438995245582875
17757,-0.4881177295617416,-1.343445360379775,-1.3190423627974743,-1.3703333172734922,-1.5429762382101144,-0.8189263578594884,-1.634922523692621,-1.2526226301371237,-1.5800313873904008,0.1820300580250749
17758,-0.3366531608002335,-1.343445360379775,-1.3190423627974743,-1.3703333172734922,-1.5429762382101144,-0.8189263578594884,-1.634922523692621,-1.2526226301371237,-1.5800313873904008,0.1820300580250749
17899,-3.3659445360303955,-1.1099046488147408,-0.39197326938146804,-0.7685057875320676,-1.432067656451698,-1.0355632020680874,0.05365086834031698,-0.9956344164418598,-0.939532637760527,-0.18159992436803846
18087,-4.880590223645476,-0.17574180255460428,-0.4697029888703357,-0.3579876712183806,-0.21207325710911665,0.5265024640676007,-0.9594931668794459,0.0608726843053362,-0.05884685701945041,-0.10887392788941577
18088,-4.729125654883968,-0.16632483837859485,-0.4697029888703357,-0.3559948648285083,-0.21207325710911665,0.5265024640676007,-0.9594931668794459,0.07514980728840641,-0.05884685701945041,-0.08463192906320822
18153,-2.608621692222855,-1.1117880416499426,-0.6592876705505006,-1.0913404226913748,-1.0993419111764486,-1.582856282174022,0.45890848242822213,-0.8914114186654472,-0.6593144347974571,-0.2543259208466611
18168,0.11774054548429082,-1.1099046488147408,-0.981581629406781,-1.1192397121495865,-1.0993419111764486,-1.5714543430051482,-0.8844454605668708,-0.6958148337973853,-0.6593144347974571,-0.060389930237000664
18433,0.5721342517688152,-0.35654751473398555,-0.20428443451810482,-0.29421786674246797,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.21934874941741553,-0.5392209192418558,0.23051405567749003
18434,0.7235988205303232,-0.35654751473398555,-0.20428443451810482,-0.29421786674246797,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.21934874941741553,-0.5392209192418558,0.23051405567749003
18472,0.8750633892918314,-0.35654751473398555,-0.20428443451810482,-0.29421786674246797,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.21934874941741553,-0.5392209192418558,0.23051405567749003
18473,1.0265279580533395,-0.35654751473398555,-0.20428443451810482,-0.29421786674246797,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.21934874941741553,-0.5392209192418558,0.23051405567749003
18474,1.1779925268148475,-0.35654751473398555,-0.20428443451810482,-0.3579876712183806,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.26075240606831923,-0.5392209192418558,0.23051405567749003
18480,1.0265279580533395,-0.35654751473398555,-0.5208908529239803,-0.43371431403352667,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.2179210371191086,-0.5392209192418558,0.23051405567749003
18481,1.1779925268148475,-0.35654751473398555,-0.5208908529239803,-0.43371431403352667,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.26075240606831923,-0.5392209192418558,0.23051405567749003
18485,1.1779925268148475,-0.35654751473398555,-0.2422013708541378,-0.3579876712183806,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.2321981601021788,-0.5392209192418558,0.2547560545036976
18488,0.8750633892918314,-0.35654751473398555,-0.5208908529239803,-0.43371431403352667,0.06519819728692457,-0.4996720611310265,0.9917471972475047,0.2179210371191086,-0.5392209192418558,0.23051405567749003
18513,1.0265279580533395,-1.021385185560252,-0.7673509391081946,-1.0694195524027799,-1.0993419111764486,-1.1267787154190765,0.24127013412175452,-0.3674410051867703,-0.25900271627878596,0.10930406154645224
18514,0.8750633892918314,-1.021385185560252,-0.7673509391081946,-1.0694195524027799,-1.0993419111764486,-1.1267787154190765,0.24127013412175452,-0.3674410051867703,-0.25900271627878596,0.2547560545036976
18520,-2.305692554699839,1.1916013958019664,-0.2990767753581873,0.6623292003962202,1.1188297239918812,1.210618814200019,0.05365086834031698,1.302982383832445,1.4223065014996328,-0.424019912630114
18522,-2.0027634171768227,1.1916013958019664,-0.2801183071901708,0.6822572642949429,1.1188297239918812,1.210618814200019,0.6165086656846296,1.302982383832445,1.4623376733515,-0.32705191732528377
18565,-2.7600862609843633,-0.8273957235344576,-0.8867892885666985,-0.9319159115015935,-1.0993419111764486,-0.1462119468959436,-0.13396839744112057,0.46063212783130225,0.9819636111290946,-0.4482619114563216
18631,-0.3366531608002335,1.6228983550631988,-0.11328378731162572,1.1206746700668417,1.1188297239918812,2.0087545560211733,0.8041279314660672,2.002561410002886,1.4623376733515,-0.35129391615149136
18643,-2.457157123461347,0.6736683661214472,0.3265526741863569,0.5626888809026068,-0.21207325710911665,-0.38565266944229015,1.4045095819666673,1.8455130571891134,1.102057126684696,-0.18159992436803846
18695,-1.093976004607774,1.3441562154533193,-0.2668473794725592,0.9612501588770603,1.1188297239918812,1.4956672934218598,0.8153850874129532,1.505717530192042,1.574424954536728,-0.46765551051728765
19076,-5.940842204976033,0.12183426540729403,0.023217183498093073,-0.10490125970460262,-0.8775247476596155,-0.1576138860648174,0.4288893999031921,0.4178007588820916,0.14130900223988516,0.09960726201596921
19226,-3.3659445360303955,-0.18704215956581563,-0.14740903001405534,-0.4376999268132713,-0.8775247476596155,-0.8417302361972356,0.24127013412175452,0.003764192373055331,-0.21897154442691888,-0.10887392788941577
19227,-3.2144799672688875,-0.18704215956581563,-0.14740903001405534,-0.39784379901582595,-0.8775247476596155,-0.8417302361972356,0.24127013412175452,0.003764192373055331,-0.21897154442691888,-0.060389930237000664
19256,-4.426196517360952,0.13125122958330346,0.4782204195304889,0.13024989430032485,-0.517071856944762,-0.7847205403528674,-0.8844454605668708,0.5320177427466534,0.9019012674253604,-0.23008392202045358
19266,-1.6998342796538064,-0.18892555240101752,-0.08863777869320433,-0.31215312425131836,-0.8775247476596155,-0.8417302361972356,1.1793664630289422,0.018041315356125548,-0.21897154442691888,0.03657806506782957
19286,-0.1851885920387254,0.6133997953949868,0.5350958240345384,0.5626888809026068,-0.1566189662299084,-0.5338778786376475,0.8041279314660672,0.6462347266112151,-0.1309029663528112,-0.011905932584585546
19287,-0.03372402327721729,0.6133997953949868,0.5730127603705714,0.5626888809026068,-0.1566189662299084,-0.5338778786376475,0.4288893999031921,0.6462347266112151,-0.09887802887131752,-0.011905932584585546
19288,0.11774054548429082,0.6133997953949868,0.5730127603705714,0.5626888809026068,-0.1566189662299084,-0.5338778786376475,0.4288893999031921,0.6462347266112151,-0.09887802887131752,-0.011905932584585546
19289,0.2692051142457989,0.6133997953949868,0.5730127603705714,0.5626888809026068,-0.1566189662299084,-0.5338778786376475,0.4288893999031921,0.6462347266112151,-0.09887802887131752,-0.011905932584585546
19290,0.420669683007307,0.6133997953949868,0.5730127603705714,0.5626888809026068,-0.1566189662299084,-0.5338778786376475,0.4288893999031921,0.6462347266112151,-0.09887802887131752,-0.011905932584585546
19291,-0.03372402327721729,0.6133997953949868,0.5730127603705714,0.5626888809026068,-0.1566189662299084,-0.5338778786376475,0.4288893999031921,0.6462347266112151,-0.09887802887131752,-0.011905932584585546
19292,0.11774054548429082,0.6133997953949868,0.5730127603705714,0.5626888809026068,-0.1566189662299084,-0.5338778786376475,0.4288893999031921,0.6462347266112151,-0.09887802887131752,-0.011905932584585546
19427,0.11774054548429082,-1.2974905752008488,-1.3038755882630613,-1.3703333172734922,-1.0993419111764486,-1.0982738674968924,-0.8281596808324394,-1.4525023519001068,-1.8922745278349642,-0.10887392788941577
19428,0.420669683007307,-1.2974905752008488,-1.3038755882630613,-1.3703333172734922,-1.0993419111764486,-1.0982738674968924,0.05365086834031698,-1.4525023519001068,-1.8922745278349642,-0.10887392788941577
19439,-0.03372402327721729,-1.3451404139314564,-1.3209382096142763,-1.4002254131215763,-1.404340511012094,-1.0982738674968924,-0.8844454605668708,-1.2240683841709834,-1.5800313873904008,-0.060389930237000664
19440,-0.1851885920387254,-1.2974905752008488,-1.3038755882630613,-1.3703333172734922,-1.0993419111764486,-1.0982738674968924,-0.6968261947854332,-1.1812370152217726,-1.5800313873904008,-0.060389930237000664
19441,-0.03372402327721729,-1.2974905752008488,-1.3038755882630613,-1.3703333172734922,-1.0993419111764486,-1.0982738674968924,-0.6968261947854332,-1.1812370152217726,-1.5800313873904008,-0.060389930237000664
19448,0.11774054548429082,-1.110092988098261,-1.148416149285326,-1.196959161354605,-1.8202476926061557,-0.1576138860648174,-0.4153972961132769,-0.43882662010212137,0.4615583770548221,-0.5064427086392197
19449,0.420669683007307,-1.110092988098261,-1.1522078429189293,-1.196959161354605,-1.8202476926061557,-0.1576138860648174,-0.4153972961132769,-0.43882662010212137,0.4615583770548221,-0.5064427086392197
19450,0.2692051142457989,-1.110092988098261,-1.1522078429189293,-1.196959161354605,-1.8202476926061557,-0.1576138860648174,-0.4153972961132769,-0.43882662010212137,0.4615583770548221,-0.5064427086392197
19451,-0.1851885920387254,-1.110092988098261,-1.1844372388045574,-1.2109088060837108,-1.8202476926061557,-0.1576138860648174,-0.4153972961132769,-0.43882662010212137,0.38149603335108784,-0.5064427086392197
19452,-0.03372402327721729,-1.110092988098261,-1.148416149285326,-1.196959161354605,-1.8202476926061557,-0.1576138860648174,-0.4153972961132769,-0.43882662010212137,0.38149603335108784,-0.5064427086392197
19455,-0.03372402327721729,-1.390530181259822,-1.3721260736679206,-1.4181606706304268,-1.7647934017269475,-1.0241612628992138,-0.6217784884728581,-1.1526827692556323,-2.020374277760939,0.03657806506782957
19457,0.420669683007307,-1.2974905752008488,-1.2981880478126564,-1.3444268342051529,-1.0993419111764486,-1.0982738674968924,0.05365086834031698,-1.2811768761032643,-1.8922745278349642,-0.10887392788941577
19463,1.0265279580533395,-1.343445360379775,-1.3417925245990943,-1.3862757683924702,-1.6317031036168477,-0.6250933919886367,-1.8225417894740585,-1.1098514003064215,-1.2197508407235969,-0.1573579255418309
19464,0.2692051142457989,-1.2974905752008488,-1.3019797414462597,-1.3563836725443863,-1.3544316492208066,-0.6250933919886367,-1.634922523692621,-1.1098514003064215,-1.2197508407235969,-0.1573579255418309
19473,0.7235988205303232,-1.110092988098261,-1.1844372388045574,-1.2109088060837108,-1.8202476926061557,-0.1576138860648174,-0.4153972961132769,-0.43882662010212137,0.38149603335108784,-0.5064427086392197
19474,1.0265279580533395,-1.3735796457430052,-1.3986679291031439,-1.4301175089696603,-1.7370662562873433,-0.7562156924306833,-2.2540661007713645,-1.466779474883177,-2.0604054496128064,-0.10887392788941577
19476,0.2692051142457989,-1.3735796457430052,-1.3816053077519288,-1.4141750578506822,-1.7647934017269475,-0.7562156924306833,-2.047684908411784,-1.395393859967826,-1.9403119340572048,-0.060389930237000664
19480,-0.03372402327721729,-1.110092988098261,-1.148416149285326,-1.196959161354605,-1.8202476926061557,-0.1576138860648174,-0.4153972961132769,-0.43882662010212137,0.38149603335108784,-0.5064427086392197
19483,0.420669683007307,-1.3001273251701315,-1.2887088137286482,-1.354390866154514,-1.3766133655724897,-0.5680836961442685,-0.9782550934575895,-0.938525924509579,-1.1396884970198626,0.15778805919886735
19518,0.11774054548429082,-1.486206537288078,-1.446064099523185,-1.4918945070557004,-2.31933631051903,-1.6854737346938844,-1.8225417894740585,-1.466779474883177,-1.4199066999829324,-0.10887392788941577
19519,0.420669683007307,-1.486206537288078,-1.4441682527063835,-1.4978729262253174,-2.4856991831566546,-1.2978078029521811,-1.9163514223647773,-1.466779474883177,-1.4199066999829324,-0.10887392788941577
19528,0.11774054548429082,-1.2974905752008488,-1.3038755882630613,-1.3703333172734922,-1.0993419111764486,-1.0982738674968924,-0.6030165618947144,-1.1526827692556323,-1.2197508407235969,-0.20584192319424602
19529,0.420669683007307,-1.2974905752008488,-1.3038755882630613,-1.3444268342051529,-1.0993419111764486,-1.0982738674968924,-0.6030165618947144,-1.1526827692556323,-1.2197508407235969,-0.20584192319424602
19541,0.5721342517688152,-1.2490873793361603,-1.2849171200950449,-1.2926138680684738,-1.0993419111764486,-0.6136914528197629,-0.546730782160283,-1.1241285232894918,-1.259782012575464,-0.08463192906320822
19543,-0.1851885920387254,-1.377346431413409,-1.3721260736679206,-1.4141750578506822,-1.6317031036168477,-1.0982738674968924,-2.2915899539276525,-1.466779474883177,-2.1804989651684075,-0.13311592671562333
19545,1.0265279580533395,-1.3438220389468154,-1.3133548223470695,-1.392254187562087,-1.404340511012094,-1.0982738674968924,-0.7343500479417205,-0.810031817661947,-1.7961997153904832,-0.3755359149776989
19546,-0.1851885920387254,-1.3961803597654276,-1.387292848202334,-1.434103121749405,-1.7647934017269475,-1.0982738674968924,-2.047684908411784,-1.395393859967826,-1.9403119340572048,-0.060389930237000664
